City,BankState,ApprovalFY,NoEmp,NewExist,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,Accept,Franchise,CreateJobBinary,RetainedJobBinary,DisbursementGross_rango,BalanceGross_rango
ZANESVILLE,OH,1996,7,0,0,0,0,375000.0,0.0,1,0,0,0,Alto,Sin Saldo
GALLOWAY,OH,2003,4,1,1,0,0,253870.0,0.0,0,0,0,0,Alto,Sin Saldo
CINCINNATI,FL,2006,4,0,1,0,0,25000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
UHRICHSVILLE,IL,2002,2,0,2,0,0,37800.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
LIMA,IL,1998,5,0,0,1,0,20000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
NORTHFIELD,RI,2005,2,0,1,0,0,98000.0,0.0,1,0,0,1,Medio,Sin Saldo
HARRISON,OH,1992,25,0,0,0,0,140000.0,0.0,1,0,1,0,Medio,Sin Saldo
CINCINNATI,OH,1989,25,0,0,0,0,270000.0,0.0,1,0,0,0,Alto,Sin Saldo
FAIRFIELD,OH,2007,1,0,1,1,0,23200.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
HAMILTON,NC,2002,9,0,1,0,0,305000.0,0.0,1,0,0,0,Alto,Sin Saldo
MACEDONIA,RI,2006,23,0,1,1,0,151247.0,0.0,1,0,1,1,Medio,Sin Saldo
PIKETON,OH,2006,1,1,2,0,0,500000.0,0.0,1,0,1,0,Alto,Sin Saldo
NORTH LAWRENCE,RI,2006,2,1,2,1,0,27633.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CINCINNATI,OH,1993,2,0,0,0,0,175000.0,0.0,1,0,1,0,Medio,Sin Saldo
CANTON,OH,2000,14,0,1,0,0,290000.0,0.0,1,0,1,1,Alto,Sin Saldo
CANTON,OH,1995,15,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
BAY VILLAGE,OH,2008,0,0,1,1,0,49408.0,0.0,1,0,0,0,Bajo,Sin Saldo
POWELL,OH,2007,0,0,2,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
NEWARK,OH,1998,34,0,0,0,0,410000.0,0.0,1,0,0,0,Alto,Sin Saldo
HAMILTON,OH,2006,6,1,1,1,0,30000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
DAYTON,IL,2007,20,0,1,1,0,116440.0,0.0,1,0,1,1,Medio,Sin Saldo
COLUMBUS,IN,2007,5,0,1,1,0,202840.0,0.0,1,0,1,1,Alto,Sin Saldo
FAIRFIELD,OH,2004,1,0,1,1,0,21091.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
FREEPORT,OH,1996,7,0,0,0,1,40000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
GROVE CITY,IL,2001,2,0,1,0,0,40600.0,0.0,1,0,0,1,Bajo,Sin Saldo
WESTLAKE,OH,2007,2,1,1,0,0,15000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
LONDON,VA,2004,4,0,1,0,0,25000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
DAYTON,OH,1993,9,0,0,0,0,377000.0,0.0,0,0,0,0,Alto,Sin Saldo
WORTHINGTON,OH,2011,3,1,1,0,0,148000.0,0.0,1,0,0,1,Medio,Sin Saldo
NEWARK,OH,2004,1,1,1,1,0,41306.0,0.0,1,0,0,1,Bajo,Sin Saldo
TOLEDO,OH,1995,14,0,0,0,0,40000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
HUDSON,RI,2005,18,0,1,0,0,57500.0,0.0,0,0,0,1,Bajo,Sin Saldo
ALBANY,WV,1986,40,0,0,0,0,50000.0,0.0,0,0,0,0,Bajo,Sin Saldo
CLEVELAND,DE,2007,7,0,1,1,0,82536.0,0.0,0,0,1,1,Bajo,Sin Saldo
CINCINNATI,OH,2007,250,1,1,0,0,28700.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
BEDFORD,OH,2001,110,0,1,1,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CLEVELAND,RI,2006,4,0,1,1,0,10599.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
CLEVELAND,OH,1996,4,1,0,1,0,86600.0,0.0,1,0,0,0,Bajo,Sin Saldo
BROOK PARK,OH,2007,0,0,1,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
DUBLIN,CT,2007,1,0,1,0,0,866000.0,0.0,0,0,1,1,Alto,Sin Saldo
COLUMBUS,OH,2004,3,0,1,1,0,59731.0,0.0,0,0,0,1,Bajo,Sin Saldo
SIDNEY,OH,1990,30,0,0,0,0,12000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
DUBLIN,OH,1995,7,1,0,0,0,310000.0,0.0,1,0,0,0,Alto,Sin Saldo
HAMILTON,DE,2006,5,0,1,1,0,80783.0,0.0,1,0,1,1,Bajo,Sin Saldo
HEBRON,IL,1997,4,0,0,0,0,359000.0,0.0,1,1,0,0,Alto,Sin Saldo
COLUMBUS,OH,2008,1,0,1,1,0,15000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MENTOR,IL,1994,1,0,0,0,0,66500.0,0.0,1,0,0,0,Bajo,Sin Saldo
DAYTON,OH,2007,3,1,1,1,0,18000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CANAL FULTON,OH,2003,4,0,2,1,0,20000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
ST. PARIS,OH,2006,10,0,2,1,0,37380.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
GROVE CITY,RI,2006,1,0,1,1,0,14900.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
MARION,OH,2000,7,0,2,0,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
PICKERINGTON,OH,2007,1,0,1,0,0,38800.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
GAHANNA,IL,1997,15,1,0,0,0,135000.0,0.0,1,1,0,0,Medio,Sin Saldo
MASON,DE,2007,6,1,2,1,0,60000.0,0.0,0,0,1,1,Bajo,Sin Saldo
COLUMBUS,IL,2004,8,0,1,0,0,357800.0,0.0,1,0,0,1,Alto,Sin Saldo
PATASKALA,OH,2008,4,0,2,1,0,57347.0,0.0,1,0,0,0,Bajo,Sin Saldo
KENT,OH,2001,2,0,1,0,1,30000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,IL,1996,1,0,0,0,0,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
SOMERSET,OH,2002,1,1,2,0,0,175000.0,0.0,1,0,0,0,Medio,Sin Saldo
SYLVANIA,OH,2002,2,0,2,0,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
PAINESVILLE,TN,2005,2,1,1,0,0,488000.0,0.0,1,0,0,0,Alto,Sin Saldo
WARREN,IL,2009,4,0,1,1,0,85928.0,0.0,1,0,1,1,Bajo,Sin Saldo
COLUMBUS,OH,1987,5,0,0,0,0,59000.0,0.0,1,0,1,0,Bajo,Sin Saldo
WADSWORTH,OH,2010,6,0,1,0,0,92000.0,0.0,1,0,1,1,Medio,Sin Saldo
COLUMBUS,OH,2000,9,0,1,0,1,57145.0,0.0,0,0,0,0,Bajo,Sin Saldo
COLUMBUS,OH,1988,10,0,0,0,0,81000.0,0.0,1,0,1,1,Bajo,Sin Saldo
NEWARK,IL,1993,11,0,0,0,0,225000.0,0.0,1,0,0,0,Alto,Sin Saldo
DELAWARE,OH,1996,7,0,0,0,0,164386.0,0.0,1,0,0,0,Medio,Sin Saldo
STOW,OH,2005,7,1,1,1,0,50000.0,0.0,1,0,1,0,Bajo,Sin Saldo
CLEVELAND,OH,2006,1,1,1,0,0,81000.0,0.0,1,0,1,0,Bajo,Sin Saldo
JACOBSBURG,OH,1998,1,1,0,0,1,21000.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
CLEVELAND,SC,2005,14,0,1,0,0,360000.0,0.0,1,0,0,0,Alto,Sin Saldo
MILFORD,OH,2002,5,0,2,0,0,90000.0,0.0,1,0,0,0,Medio,Sin Saldo
DAYTON,OH,1999,8,0,1,0,0,119600.0,0.0,1,0,0,1,Medio,Sin Saldo
BRICE,OH,2007,0,0,1,1,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,IL,2007,2,1,1,1,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
TOLEDO,OH,2000,16,0,1,0,1,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
MENTOR,RI,2005,1,0,1,1,0,2000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
ATWATER,OH,2006,6,0,2,1,0,41000.0,0.0,1,0,0,1,Bajo,Sin Saldo
SPRINGFIELD,SD,1998,4,0,0,0,0,459000.0,0.0,1,0,0,0,Alto,Sin Saldo
DUBLIN,IL,1997,15,0,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
CLEVELAND,OH,2010,1,0,1,1,0,23000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
PAINESVILLE,OH,2006,7,1,1,1,0,57492.0,0.0,1,0,1,1,Bajo,Sin Saldo
WADSWORTH,VA,2007,3,0,1,1,0,67024.0,0.0,0,0,0,1,Bajo,Sin Saldo
AKRON,RI,2005,1,1,1,1,0,218467.0,0.0,0,0,0,1,Alto,Sin Saldo
COLUMBUS,OH,1997,70,0,0,0,0,733716.0,0.0,1,0,0,0,Alto,Sin Saldo
GAHANNA,OH,1989,70,0,0,0,0,275000.0,0.0,1,0,0,0,Alto,Sin Saldo
POLAND,MI,2008,7,0,2,0,0,50000.0,0.0,1,0,1,1,Bajo,Sin Saldo
DAYTON,OH,2006,4,1,1,0,0,25000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
PENINSULA,OH,2004,72,0,2,0,0,200000.0,0.0,1,0,1,1,Medio,Sin Saldo
KETTERING,SD,1996,8,1,0,0,1,80000.0,0.0,1,1,0,0,Bajo,Sin Saldo
CLEVELAND,RI,2006,2,0,1,0,0,483.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
LAKEWOOD,OH,1996,8,0,0,0,0,450000.0,0.0,1,1,0,0,Alto,Sin Saldo
HARROD,IL,2000,1,0,1,0,0,31500.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
GROVE CITY,IL,1998,2,0,0,1,0,10000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CINCINNATI,DE,2006,1,1,1,0,0,32000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CUYAHOGA FALLS,RI,2005,1,1,1,1,0,5000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MASSILLON,IL,1997,1,1,0,0,0,82000.0,0.0,1,0,0,0,Bajo,Sin Saldo
AUSTINTOWN,DE,2007,8,0,1,1,0,51679.0,0.0,1,0,0,1,Bajo,Sin Saldo
LAKEWOOD,OH,2009,4,0,1,0,0,23800.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
WARSAW,VA,2007,2,0,2,0,0,35000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
LEBANON,OH,2008,1,1,1,1,0,43031.0,0.0,0,0,0,1,Bajo,Sin Saldo
CINCINNATI,DE,2005,1,1,1,1,0,42173.0,0.0,0,0,0,1,Bajo,Sin Saldo
SHELBY,OH,1997,9,1,0,0,0,400000.0,0.0,1,0,0,0,Alto,Sin Saldo
CANAL WINCHESTER,OH,2004,20,0,1,1,0,88000.0,0.0,1,1,0,1,Medio,Sin Saldo
GAHANNA,OH,2004,3,1,1,0,1,100000.0,0.0,0,0,0,0,Medio,Sin Saldo
CHARDON,OH,2011,0,0,1,0,0,9000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
DAYTON,IL,2007,10,0,1,0,0,25000.0,0.0,0,0,1,0,Muy bajo,Sin Saldo
XENIA,OH,2007,0,0,1,1,0,37495.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
COLUMBUS,OH,1995,15,0,0,0,0,247000.0,0.0,1,0,1,1,Alto,Sin Saldo
WARREN,OH,1998,18,1,0,0,1,77500.0,0.0,1,0,0,0,Bajo,Sin Saldo
MASON,OH,2006,220,0,2,1,0,324921.0,0.0,0,0,1,1,Alto,Sin Saldo
ASHTABULA,OH,2006,20,0,1,0,0,92000.0,0.0,1,0,0,0,Medio,Sin Saldo
CLEVELAND,IL,2002,1,0,1,0,0,144000.0,0.0,0,0,1,1,Medio,Sin Saldo
CINCINNATI,OH,1993,45,0,0,0,0,95000.0,0.0,1,0,1,0,Medio,Sin Saldo
OLMSTED FALLS,RI,2006,6,0,1,1,0,25000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
PICKERINGTON,OH,2004,1,0,1,0,0,14000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
HARRISON,VA,2005,7,0,1,0,0,50000.0,0.0,1,0,0,0,Bajo,Sin Saldo
EAST LAKE,OH,2000,15,0,1,0,1,150000.0,0.0,1,0,0,0,Medio,Sin Saldo
CINCINNATI,OH,2008,1,0,1,0,0,100000.0,0.0,1,0,0,1,Medio,Sin Saldo
CINCINNATI,OH,1996,11,0,0,0,0,95000.0,0.0,1,0,1,0,Medio,Sin Saldo
BROADVIEW HEIGHTS,OH,2001,4,1,1,1,0,150000.0,0.0,1,0,0,1,Medio,Sin Saldo
ST. MARYS,IL,1995,6,0,0,0,0,125000.0,0.0,1,0,0,0,Medio,Sin Saldo
COLUMBUS,OH,2004,9,0,1,0,0,943000.0,0.0,1,0,1,1,Alto,Sin Saldo
ROCK CREEK,OH,1998,2,1,0,0,1,55000.0,0.0,1,0,0,0,Bajo,Sin Saldo
LEWIS CENTER,OH,2006,4,1,2,0,0,145000.0,0.0,1,1,1,1,Medio,Sin Saldo
EUCLID,OH,2002,10,0,1,0,0,150000.0,0.0,1,0,0,1,Medio,Sin Saldo
ELYRIA,OH,2005,6,0,1,0,1,75733.0,0.0,1,1,0,0,Bajo,Sin Saldo
WESTERVILLE,OH,1998,1,1,0,0,0,540000.0,0.0,1,0,0,0,Alto,Sin Saldo
MASSILLON,RI,2005,4,1,1,0,0,100000.0,0.0,1,0,0,1,Medio,Sin Saldo
WARREN,IL,1991,30,1,0,0,0,180000.0,0.0,1,0,0,0,Medio,Sin Saldo
WEST CHESTER,DE,2006,18,0,2,0,0,129000.0,0.0,1,1,1,1,Medio,Sin Saldo
DAYTON,OH,2012,34,0,1,1,0,583000.0,0.0,1,0,1,0,Alto,Sin Saldo
CLEVELAND,OH,1983,4,0,0,0,0,63000.0,0.0,1,0,0,0,Bajo,Sin Saldo
WESTERVILLE,IL,2010,0,1,1,0,0,480800.0,0.0,1,0,1,0,Alto,Sin Saldo
COLUMBUS,OH,1998,19,0,0,0,0,140000.0,0.0,1,1,0,0,Medio,Sin Saldo
ST.LOUISVILLE,FL,2006,1,1,2,0,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MIDDLETOWN,OH,2008,1,0,1,1,0,30257.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,RI,2005,1,1,1,0,0,96800.0,0.0,1,0,0,1,Medio,Sin Saldo
PARMA,OH,2003,22,0,1,1,0,150000.0,0.0,1,0,0,1,Medio,Sin Saldo
LAKEWOOD,RI,2005,5,0,1,0,0,10100.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
NORTH ROYALTON,IL,2000,3,0,1,0,0,128200.0,0.0,0,0,1,1,Medio,Sin Saldo
JEROME,IN,2000,27,0,2,0,0,135000.0,0.0,1,0,0,0,Medio,Sin Saldo
CLEVELAND,DE,2004,3,0,1,1,0,50000.0,0.0,1,0,0,1,Bajo,Sin Saldo
MARYSVILLE,OH,1996,30,1,0,0,0,177000.0,0.0,1,1,1,0,Medio,Sin Saldo
DAYTON,OH,2004,1,0,1,1,0,30981.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
JEFFERSON,OH,2005,1,1,2,0,1,77000.0,0.0,1,0,0,0,Bajo,Sin Saldo
CINCINNATI,OH,1995,62,0,0,0,0,741000.0,0.0,1,0,1,0,Alto,Sin Saldo
AKRON,DE,2006,2,0,1,0,0,116000.0,0.0,0,0,0,1,Medio,Sin Saldo
BOARDMAN,OH,2002,10,1,1,0,1,150000.0,0.0,0,0,0,0,Medio,Sin Saldo
COLUMBUS,OH,2008,0,0,1,1,0,52500.0,0.0,1,0,0,0,Bajo,Sin Saldo
FINDLAY,OH,1993,19,0,0,0,0,143000.0,0.0,1,1,0,0,Medio,Sin Saldo
COLUMBUS,OH,2006,0,0,1,1,0,129777.0,0.0,1,0,0,0,Medio,Sin Saldo
BEDFORD,OH,1984,27,0,0,0,0,289000.0,0.0,1,0,0,0,Alto,Sin Saldo
TROY,OH,1987,19,0,0,0,0,137000.0,0.0,1,0,1,1,Medio,Sin Saldo
PEPPER PIKE,OH,2005,2,1,1,1,0,85556.0,0.0,1,0,0,0,Bajo,Sin Saldo
BUCYRUS,OH,1998,6,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
AKRON,IL,2008,2,1,1,0,0,91000.0,0.0,1,0,1,1,Medio,Sin Saldo
CARROLL,OH,2006,2,0,2,1,0,17932.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
MEDINA,OH,1984,2,1,0,0,0,130000.0,0.0,0,0,0,0,Medio,Sin Saldo
CLEVELAND,VA,2006,3,0,1,0,0,50000.0,0.0,0,0,0,1,Bajo,Sin Saldo
HINCKLEY,OH,2007,1,0,1,1,0,43150.0,0.0,1,0,1,1,Bajo,Sin Saldo
CINCINNATI,OH,1996,3,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
CANTON,OH,1994,30,0,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
CINCINNATI,OH,2009,1,0,1,0,0,150000.0,0.0,1,0,1,0,Medio,Sin Saldo
STRONGSVILLE,OH,2011,1,1,1,0,0,71000.0,0.0,1,1,1,1,Bajo,Sin Saldo
DAYTON,OH,1996,26,0,0,0,0,325000.0,0.0,1,0,0,0,Alto,Sin Saldo
CLEVELAND,IN,2002,4,1,1,0,1,110000.0,0.0,1,0,0,0,Medio,Sin Saldo
WICKLIFFE,OH,1992,8,1,0,0,0,265000.0,0.0,1,0,0,0,Alto,Sin Saldo
CANAL FULTON,RI,2010,4,0,2,1,0,95527.0,0.0,1,0,0,1,Medio,Sin Saldo
SYLVANIA,OH,1998,3,1,0,0,1,25000.0,0.0,0,0,0,0,Muy bajo,Sin Saldo
MARIETTA,WV,1995,3,0,0,0,0,307000.0,0.0,1,0,0,0,Alto,Sin Saldo
LODI,IL,2007,2,0,2,1,0,93200.0,0.0,1,0,1,1,Medio,Sin Saldo
FAIFLIELD,OH,2007,0,0,1,1,0,34309.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
TIPP CITY,OH,1991,3,0,0,0,0,62000.0,0.0,1,0,0,0,Bajo,Sin Saldo
NEWBURY,RI,2006,4,0,2,0,0,100000.0,0.0,1,0,0,1,Medio,Sin Saldo
MT. VERNON,OH,2006,14,1,2,0,0,105000.0,0.0,1,0,0,0,Medio,Sin Saldo
GALLIPOLIS,OH,2008,1,0,2,1,0,13000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OR,2006,1,0,1,0,0,25000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
CINCINNATI,OH,2011,0,0,1,1,0,35998.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
TOLEDO,OH,1995,10,0,0,0,1,80000.0,0.0,1,0,0,0,Bajo,Sin Saldo
LIMA,OH,2001,6,0,1,0,0,286000.0,0.0,1,0,0,1,Alto,Sin Saldo
MENTOR,OH,1984,27,0,0,0,0,150000.0,0.0,0,0,0,0,Medio,Sin Saldo
BEACHWOOD,RI,2006,3,0,1,0,0,137.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
INDEPENDENCE,IN,2002,3,1,1,0,1,27484.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CANFIELD,OH,2011,0,0,1,1,0,104975.0,0.0,1,0,0,0,Medio,Sin Saldo
BRIMFIELD,OH,1990,13,0,0,0,0,66000.0,0.0,1,0,1,1,Bajo,Sin Saldo
CLEVELAND,OH,2008,0,0,1,1,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CINCINNATI,OH,1994,5,0,0,0,0,110000.0,0.0,1,0,1,1,Medio,Sin Saldo
CONNEAUT,OH,1993,33,0,0,0,0,220000.0,0.0,1,0,1,1,Alto,Sin Saldo
PERRYSBURG,OH,2007,2,1,1,1,0,22981.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
HILLIARD,OH,2007,2,1,1,0,0,40000.0,0.0,1,0,1,0,Muy bajo,Sin Saldo
CINCINNATI,OH,2005,5,0,1,0,0,71200.0,0.0,1,0,1,1,Bajo,Sin Saldo
ROCKY RIVER,OH,1998,4,1,0,0,1,75000.0,0.0,1,1,0,0,Bajo,Sin Saldo
COLUMBUS,OH,2006,5,0,1,1,0,33000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CIRCLEVILLE,IL,2001,5,1,1,0,0,722000.0,0.0,1,0,1,0,Alto,Sin Saldo
ORWELL,CA,2006,2,0,2,0,0,100000.0,0.0,1,0,1,1,Medio,Sin Saldo
CANAL WINCHESTER,DE,2008,4,0,1,0,0,49000.0,0.0,0,0,0,1,Bajo,Sin Saldo
DAYTON,OH,1994,25,0,0,0,0,285994.0,0.0,1,0,0,0,Alto,Sin Saldo
NORTH ROYALTON,RI,2005,1,0,1,1,0,25000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
YOUNGSTOWN,RI,2005,1,1,1,1,0,7655.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
MIDDLETOWN,OH,1995,4,0,0,0,1,70000.0,0.0,1,0,0,0,Bajo,Sin Saldo
TROY,OH,2006,4,0,2,1,0,69013.0,0.0,1,0,0,1,Bajo,Sin Saldo
STRONGSVILLE,RI,2006,13,0,1,0,0,20000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
CLEVELAND,OH,1999,2,0,1,0,1,30000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
BOWLING GREEN,IN,2006,2,1,1,1,0,20000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CLEVELAND,MD,1981,2,1,0,0,0,65000.0,0.0,0,0,0,0,Bajo,Sin Saldo
WESTERVILLE,OH,2000,9,0,1,1,0,30000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
BLACKLICK,OH,2008,6,0,1,1,0,72986.0,0.0,1,0,0,1,Bajo,Sin Saldo
STOW,DE,2005,1,1,1,0,0,135000.0,0.0,1,0,0,0,Medio,Sin Saldo
TOLEDO,RI,2005,2,1,1,0,0,4000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
HUDSON,RI,2005,2,0,1,0,0,30000.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
DAYTON,OH,1997,5,0,0,0,0,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
WAKEMAN,OH,1996,3,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
CUMBERLAND,OH,2008,1,0,2,1,0,15149.0,0.0,1,0,0,1,Muy bajo,Sin Saldo
COLUMBUS,OH,1997,21,0,0,0,0,180000.0,0.0,1,0,0,0,Medio,Sin Saldo
MIDDLEFIELD,OH,1993,11,0,0,0,0,214000.0,0.0,1,0,1,1,Alto,Sin Saldo
OXFORD,OH,2008,1,0,2,0,0,1282000.0,0.0,1,1,1,0,Alto,Sin Saldo
NASHPORT,OH,1995,20,0,0,0,0,240000.0,0.0,1,0,0,0,Alto,Sin Saldo
ATHENS,OH,2009,15,1,2,1,0,51071.0,0.0,1,0,1,0,Bajo,Sin Saldo
PORT CLINTON,OH,2008,0,0,2,0,0,6000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
WESTLAKE,RI,1995,5,0,0,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
CINCINNATI,OH,1999,68,0,0,0,0,932000.0,0.0,1,0,0,0,Alto,Sin Saldo
DAYTON,OH,1987,18,0,0,0,0,248000.0,0.0,1,0,1,1,Alto,Sin Saldo
TOLEDO,OH,1999,2,1,1,0,0,391500.0,0.0,1,0,0,0,Alto,Sin Saldo
CINCINNATI,OH,1993,4,0,0,0,0,55000.0,0.0,1,0,1,0,Bajo,Sin Saldo
MANSFIELD,CA,2005,1,1,1,0,0,5000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
EAST ROCHESTER,OH,2006,1,1,2,0,0,128700.0,0.0,1,0,1,1,Medio,Sin Saldo
GALLOWAY,FL,2006,4,1,1,0,0,25000.0,0.0,0,0,1,1,Muy bajo,Sin Saldo
LORAIN,OH,1996,8,0,0,0,0,200000.0,0.0,1,0,0,0,Medio,Sin Saldo
BUCKLAND,IL,2001,2,0,1,0,0,32600.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
BATH,OH,1988,2,1,0,0,0,110000.0,0.0,0,0,0,0,Medio,Sin Saldo
ORRVILLE,DE,1999,8,1,2,0,1,100000.0,0.0,1,0,0,0,Medio,Sin Saldo
WARREN,OH,1996,1,0,0,0,1,71000.0,0.0,1,0,0,0,Bajo,Sin Saldo
NORWALK,OH,2002,10,1,2,0,1,30000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
CARROLL,OH,1990,15,0,0,0,0,64000.0,0.0,1,0,1,1,Bajo,Sin Saldo
COLUMBUS,OH,2011,28,0,1,0,0,700000.0,0.0,1,0,1,1,Alto,Sin Saldo
AVON,OH,2010,9,0,1,0,0,350000.0,0.0,1,1,0,1,Alto,Sin Saldo
POWELL,OH,2007,2,0,2,1,0,27819.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
DUNCAN FALLS,OH,1997,8,0,0,0,0,53288.0,0.0,1,0,0,0,Bajo,Sin Saldo
WOODMERE VILLAGE,OH,1995,4,0,0,0,1,75000.0,0.0,1,0,0,0,Bajo,Sin Saldo
AKRON,OH,1999,26,0,1,0,0,309000.0,0.0,1,0,1,0,Alto,Sin Saldo
HEBRON,OH,2009,0,0,2,0,0,25000.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
MAUMEE,OH,1995,4,0,0,0,1,49900.0,0.0,1,0,0,0,Bajo,Sin Saldo
SALEM,OH,2005,1,1,2,0,1,145000.0,0.0,1,0,0,0,Medio,Sin Saldo
NORTH CANTON,OH,1999,24,0,0,0,0,348450.0,0.0,1,0,0,0,Alto,Sin Saldo
CHAGRIN FALLS,IL,2010,2,1,1,0,0,47600.0,0.0,1,0,1,1,Bajo,Sin Saldo
WEST CHESTER,OH,2008,4,0,2,0,0,495000.0,0.0,0,0,0,1,Alto,Sin Saldo
AKRON,OH,2003,2,0,1,1,0,56116.0,0.0,1,0,0,1,Bajo,Sin Saldo
FREMONT,OH,2003,2,0,2,0,0,450000.0,0.0,1,0,1,1,Alto,Sin Saldo
AKRON,OH,1989,21,0,0,0,0,32700.0,0.0,1,0,0,0,Muy bajo,Sin Saldo
GAHANNA,VA,2005,1,0,1,0,0,25000.0,0.0,0,0,0,1,Muy bajo,Sin Saldo
DUBLIN,DE,2006,1,1,1,0,0,18000.0,0.0,1,0,1,1,Muy bajo,Sin Saldo
CLEVELAND,OH,2005,23,0,1,1,0,42835.0,0.0,0,0,0,1,Bajo,Sin Saldo
FAIRVIEW PARK,OH,2003,6,0,1,0,0,66000.0,0.0,1,0,0,1,Bajo,Sin Saldo
KENT,OH,2008,35,1,1,0,0,554000.0,0.0,1,0,1,0,Alto,Sin Saldo
HILLIARD,IL,1992,1,1,0,0,0,55000.0,0.0,1,1,0,0,Bajo,Sin Saldo
